,0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
26,,0.00486,https://api.spotify.com/v1/audio-analysis/3OWRf6K4vjf58wPSP1RIiK,0.637,175766.0,0.801,3OWRf6K4vjf58wPSP1RIiK,0.116,5.0,0.359,-5.136,0.0,0.0625,124.008,4.0,https://api.spotify.com/v1/tracks/3OWRf6K4vjf58wPSP1RIiK,audio_features,spotify:track:3OWRf6K4vjf58wPSP1RIiK,0.679
27,,0.0723,https://api.spotify.com/v1/audio-analysis/5zEAGm4yKQ8NMemN0m3rW1,0.758,157910.0,0.694,5zEAGm4yKQ8NMemN0m3rW1,0.0,0.0,0.0566,-4.922,1.0,0.0453,117.969,4.0,https://api.spotify.com/v1/tracks/5zEAGm4yKQ8NMemN0m3rW1,audio_features,spotify:track:5zEAGm4yKQ8NMemN0m3rW1,0.428
28,,0.00399,https://api.spotify.com/v1/audio-analysis/4b3DcCqrtubEnebf4lV7JD,0.717,214854.0,0.755,4b3DcCqrtubEnebf4lV7JD,0.144,5.0,0.098,-9.587,0.0,0.034,124.008,4.0,https://api.spotify.com/v1/tracks/4b3DcCqrtubEnebf4lV7JD,audio_features,spotify:track:4b3DcCqrtubEnebf4lV7JD,0.0712
29,,0.503,https://api.spotify.com/v1/audio-analysis/7ClE91ZjLxV5do8bAAxDe0,0.643,143165.0,0.766,7ClE91ZjLxV5do8bAAxDe0,0.00695,9.0,0.32,-7.687,0.0,0.121,123.939,4.0,https://api.spotify.com/v1/tracks/7ClE91ZjLxV5do8bAAxDe0,audio_features,spotify:track:7ClE91ZjLxV5do8bAAxDe0,0.53
30,,0.0182,https://api.spotify.com/v1/audio-analysis/1z583dMOXZQ9mkOBgUzZVP,0.623,218780.0,0.899,1z583dMOXZQ9mkOBgUzZVP,0.288,1.0,0.148,-6.136,1.0,0.0389,123.001,4.0,https://api.spotify.com/v1/tracks/1z583dMOXZQ9mkOBgUzZVP,audio_features,spotify:track:1z583dMOXZQ9mkOBgUzZVP,0.2
31,,0.125,https://api.spotify.com/v1/audio-analysis/5bUPp4FWBqNgRaNRWEB2WA,0.659,181499.0,0.536,5bUPp4FWBqNgRaNRWEB2WA,0.293,9.0,0.107,-8.537,0.0,0.0352,125.948,4.0,https://api.spotify.com/v1/tracks/5bUPp4FWBqNgRaNRWEB2WA,audio_features,spotify:track:5bUPp4FWBqNgRaNRWEB2WA,0.248
32,,0.872,https://api.spotify.com/v1/audio-analysis/5H95n43z0KFcXGCEc0ewe1,0.7,196413.0,0.271,5H95n43z0KFcXGCEc0ewe1,0.322,4.0,0.1,-13.316,1.0,0.062,120.015,4.0,https://api.spotify.com/v1/tracks/5H95n43z0KFcXGCEc0ewe1,audio_features,spotify:track:5H95n43z0KFcXGCEc0ewe1,0.198
33,,0.0173,https://api.spotify.com/v1/audio-analysis/4eepnMmknRTbVPn5wLNLvH,0.715,171429.0,0.846,4eepnMmknRTbVPn5wLNLvH,0.0125,6.0,0.125,-5.082,0.0,0.0421,125.983,4.0,https://api.spotify.com/v1/tracks/4eepnMmknRTbVPn5wLNLvH,audio_features,spotify:track:4eepnMmknRTbVPn5wLNLvH,0.0763
34,,0.0462,https://api.spotify.com/v1/audio-analysis/1ld3ibWlGwo4oBFPb6pmKk,0.809,177143.0,0.807,1ld3ibWlGwo4oBFPb6pmKk,0.155,4.0,0.676,-6.491,0.0,0.115,126.031,4.0,https://api.spotify.com/v1/tracks/1ld3ibWlGwo4oBFPb6pmKk,audio_features,spotify:track:1ld3ibWlGwo4oBFPb6pmKk,0.635
35,,0.00571,https://api.spotify.com/v1/audio-analysis/1lLMUMpTAKCjHoKhR0MCVh,0.764,190000.0,0.775,1lLMUMpTAKCjHoKhR0MCVh,0.000685,10.0,0.311,-5.83,0.0,0.141,124.02,4.0,https://api.spotify.com/v1/tracks/1lLMUMpTAKCjHoKhR0MCVh,audio_features,spotify:track:1lLMUMpTAKCjHoKhR0MCVh,0.717
36,,0.0146,https://api.spotify.com/v1/audio-analysis/0b4RScvKnh3CwsVjMXFFH3,0.777,151501.0,0.746,0b4RScvKnh3CwsVjMXFFH3,0.0989,6.0,0.0974,-5.715,0.0,0.0383,121.999,4.0,https://api.spotify.com/v1/tracks/0b4RScvKnh3CwsVjMXFFH3,audio_features,spotify:track:0b4RScvKnh3CwsVjMXFFH3,0.263
37,,0.332,https://api.spotify.com/v1/audio-analysis/0RD27NcbftTkhb1NlxQMGR,0.732,151989.0,0.714,0RD27NcbftTkhb1NlxQMGR,1.05e-06,0.0,0.131,-7.432,0.0,0.0791,121.982,4.0,https://api.spotify.com/v1/tracks/0RD27NcbftTkhb1NlxQMGR,audio_features,spotify:track:0RD27NcbftTkhb1NlxQMGR,0.376
38,,0.00505,https://api.spotify.com/v1/audio-analysis/60BTRjzBJpDUpmlC7NgtBw,0.752,184762.0,0.781,60BTRjzBJpDUpmlC7NgtBw,1.69e-05,6.0,0.163,-5.636,0.0,0.0769,125.929,4.0,https://api.spotify.com/v1/tracks/60BTRjzBJpDUpmlC7NgtBw,audio_features,spotify:track:60BTRjzBJpDUpmlC7NgtBw,0.371
39,,0.116,https://api.spotify.com/v1/audio-analysis/6fIQm4vz70OgyboBAracHK,0.707,141311.0,0.782,6fIQm4vz70OgyboBAracHK,0.199,4.0,0.0652,-9.069,0.0,0.0364,124.021,4.0,https://api.spotify.com/v1/tracks/6fIQm4vz70OgyboBAracHK,audio_features,spotify:track:6fIQm4vz70OgyboBAracHK,0.778
40,,0.0041,https://api.spotify.com/v1/audio-analysis/4FIjVfheCiQ8DYjnGcajJv,0.638,161132.0,0.831,4FIjVfheCiQ8DYjnGcajJv,0.0121,11.0,0.124,-6.655,0.0,0.0375,122.994,4.0,https://api.spotify.com/v1/tracks/4FIjVfheCiQ8DYjnGcajJv,audio_features,spotify:track:4FIjVfheCiQ8DYjnGcajJv,0.278
41,,0.00926,https://api.spotify.com/v1/audio-analysis/4gtmLfdvLaKO1PY4cvdfaI,0.668,182951.0,0.807,4gtmLfdvLaKO1PY4cvdfaI,0.0136,4.0,0.109,-5.291,0.0,0.0339,122.041,4.0,https://api.spotify.com/v1/tracks/4gtmLfdvLaKO1PY4cvdfaI,audio_features,spotify:track:4gtmLfdvLaKO1PY4cvdfaI,0.227
42,,0.126,https://api.spotify.com/v1/audio-analysis/1zjpRtPJ5RErMk7nrM2ArP,0.871,177597.0,0.743,1zjpRtPJ5RErMk7nrM2ArP,0.00276,1.0,0.0596,-8.227,1.0,0.0644,125.015,4.0,https://api.spotify.com/v1/tracks/1zjpRtPJ5RErMk7nrM2ArP,audio_features,spotify:track:1zjpRtPJ5RErMk7nrM2ArP,0.555
43,,0.0608,https://api.spotify.com/v1/audio-analysis/3vkzxY2aRL7uhz2BIFzT0V,0.782,162645.0,0.726,3vkzxY2aRL7uhz2BIFzT0V,4.22e-06,2.0,0.233,-6.336,1.0,0.0388,121.002,4.0,https://api.spotify.com/v1/tracks/3vkzxY2aRL7uhz2BIFzT0V,audio_features,spotify:track:3vkzxY2aRL7uhz2BIFzT0V,0.553
44,,0.0205,https://api.spotify.com/v1/audio-analysis/3DTqHfTGj1c6y2gDXsTez4,0.749,197573.0,0.82,3DTqHfTGj1c6y2gDXsTez4,0.000685,7.0,0.0775,-6.114,1.0,0.0478,120.066,4.0,https://api.spotify.com/v1/tracks/3DTqHfTGj1c6y2gDXsTez4,audio_features,spotify:track:3DTqHfTGj1c6y2gDXsTez4,0.534
45,,0.0121,https://api.spotify.com/v1/audio-analysis/3zZwwTNa27TDKUSNj2uuMc,0.843,213246.0,0.712,3zZwwTNa27TDKUSNj2uuMc,0.0181,7.0,0.07,-5.002,0.0,0.0647,120.002,4.0,https://api.spotify.com/v1/tracks/3zZwwTNa27TDKUSNj2uuMc,audio_features,spotify:track:3zZwwTNa27TDKUSNj2uuMc,0.97
46,,0.782,https://api.spotify.com/v1/audio-analysis/2aahxM4jGWFWgMzmHpelAR,0.701,165500.0,0.592,2aahxM4jGWFWgMzmHpelAR,0.0686,9.0,0.0832,-10.567,1.0,0.147,120.007,4.0,https://api.spotify.com/v1/tracks/2aahxM4jGWFWgMzmHpelAR,audio_features,spotify:track:2aahxM4jGWFWgMzmHpelAR,0.455
47,,0.0821,https://api.spotify.com/v1/audio-analysis/2pPO9YecZimmuVQfIzfV6U,0.734,139563.0,0.855,2pPO9YecZimmuVQfIzfV6U,4.73e-06,6.0,0.0901,-4.578,0.0,0.135,121.955,4.0,https://api.spotify.com/v1/tracks/2pPO9YecZimmuVQfIzfV6U,audio_features,spotify:track:2pPO9YecZimmuVQfIzfV6U,0.54
48,,0.138,https://api.spotify.com/v1/audio-analysis/5D3Bf5y0Y51p8dEdQpM7Li,0.68,159905.0,0.802,5D3Bf5y0Y51p8dEdQpM7Li,0.0,11.0,0.0783,-6.073,0.0,0.0377,124.059,4.0,https://api.spotify.com/v1/tracks/5D3Bf5y0Y51p8dEdQpM7Li,audio_features,spotify:track:5D3Bf5y0Y51p8dEdQpM7Li,0.754
49,,0.00367,https://api.spotify.com/v1/audio-analysis/3qloJH27eI7bk6QEf1SQLC,0.714,142000.0,0.856,3qloJH27eI7bk6QEf1SQLC,0.0015,10.0,0.23,-5.515,0.0,0.0765,127.019,4.0,https://api.spotify.com/v1/tracks/3qloJH27eI7bk6QEf1SQLC,audio_features,spotify:track:3qloJH27eI7bk6QEf1SQLC,0.614
50,,0.0225,https://api.spotify.com/v1/audio-analysis/4crczEC1PpoD8TsDsmoWNI,0.741,144000.0,0.931,4crczEC1PpoD8TsDsmoWNI,0.000102,10.0,0.191,-3.447,0.0,0.0563,125.011,4.0,https://api.spotify.com/v1/tracks/4crczEC1PpoD8TsDsmoWNI,audio_features,spotify:track:4crczEC1PpoD8TsDsmoWNI,0.517
51,,0.0531,https://api.spotify.com/v1/audio-analysis/7IDbfk1mC7B0Hyozn799yv,0.677,198881.0,0.753,7IDbfk1mC7B0Hyozn799yv,0.0128,5.0,0.333,-7.038,1.0,0.154,121.939,4.0,https://api.spotify.com/v1/tracks/7IDbfk1mC7B0Hyozn799yv,audio_features,spotify:track:7IDbfk1mC7B0Hyozn799yv,0.471
52,,0.00248,https://api.spotify.com/v1/audio-analysis/1vSgGwMtzSxz4VTYUMAfks,0.586,215541.0,0.738,1vSgGwMtzSxz4VTYUMAfks,0.000336,7.0,0.0637,-6.332,0.0,0.0388,123.992,4.0,https://api.spotify.com/v1/tracks/1vSgGwMtzSxz4VTYUMAfks,audio_features,spotify:track:1vSgGwMtzSxz4VTYUMAfks,0.122
53,,0.0129,https://api.spotify.com/v1/audio-analysis/6KddlPfPQ0L8MyffEpo63p,0.567,192838.0,0.738,6KddlPfPQ0L8MyffEpo63p,7.27e-05,0.0,0.207,-6.03,0.0,0.154,121.936,4.0,https://api.spotify.com/v1/tracks/6KddlPfPQ0L8MyffEpo63p,audio_features,spotify:track:6KddlPfPQ0L8MyffEpo63p,0.432
54,,0.659,https://api.spotify.com/v1/audio-analysis/4ga4WvRNhMsIL38pkBbnIN,0.859,144391.0,0.558,4ga4WvRNhMsIL38pkBbnIN,0.324,7.0,0.124,-8.991,0.0,0.0902,114.978,4.0,https://api.spotify.com/v1/tracks/4ga4WvRNhMsIL38pkBbnIN,audio_features,spotify:track:4ga4WvRNhMsIL38pkBbnIN,0.357
55,,0.526,https://api.spotify.com/v1/audio-analysis/2D2zAfEkgY4G49idbWiezo,0.813,165529.0,0.566,2D2zAfEkgY4G49idbWiezo,0.00808,1.0,0.106,-9.307,0.0,0.0501,122.974,4.0,https://api.spotify.com/v1/tracks/2D2zAfEkgY4G49idbWiezo,audio_features,spotify:track:2D2zAfEkgY4G49idbWiezo,0.56
56,,0.323,https://api.spotify.com/v1/audio-analysis/2dd3VTFfbTNJXpvhNGnFzQ,0.712,293653.0,0.74,2dd3VTFfbTNJXpvhNGnFzQ,0.0368,8.0,0.0848,-6.52,1.0,0.0552,124.01,4.0,https://api.spotify.com/v1/tracks/2dd3VTFfbTNJXpvhNGnFzQ,audio_features,spotify:track:2dd3VTFfbTNJXpvhNGnFzQ,0.0936
