,0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
26,,0.0244,https://api.spotify.com/v1/audio-analysis/7dgLWx5S5G0eehexaKY5qR,0.494,260748.0,0.808,7dgLWx5S5G0eehexaKY5qR,0.863,10.0,0.262,-6.585,0.0,0.0428,173.986,4.0,https://api.spotify.com/v1/tracks/7dgLWx5S5G0eehexaKY5qR,audio_features,spotify:track:7dgLWx5S5G0eehexaKY5qR,0.105
27,,0.00119,https://api.spotify.com/v1/audio-analysis/33OY8PaIBzGETUeoNyMhiD,0.636,406747.0,0.96,33OY8PaIBzGETUeoNyMhiD,0.839,7.0,0.295,-4.925,1.0,0.0547,154.854,4.0,https://api.spotify.com/v1/tracks/33OY8PaIBzGETUeoNyMhiD,audio_features,spotify:track:33OY8PaIBzGETUeoNyMhiD,0.861
28,,0.00233,https://api.spotify.com/v1/audio-analysis/11ZQDGsvYVBHPGpJFjZs8J,0.624,370800.0,0.752,11ZQDGsvYVBHPGpJFjZs8J,0.897,5.0,0.174,-6.623,1.0,0.0666,164.75,4.0,https://api.spotify.com/v1/tracks/11ZQDGsvYVBHPGpJFjZs8J,audio_features,spotify:track:11ZQDGsvYVBHPGpJFjZs8J,0.379
29,,0.0014,https://api.spotify.com/v1/audio-analysis/6Cg4T0GQDjhdVvcZ1H3nVx,0.534,381810.0,0.758,6Cg4T0GQDjhdVvcZ1H3nVx,0.683,0.0,0.131,-6.482,0.0,0.0533,174.003,4.0,https://api.spotify.com/v1/tracks/6Cg4T0GQDjhdVvcZ1H3nVx,audio_features,spotify:track:6Cg4T0GQDjhdVvcZ1H3nVx,0.0948
30,,0.00052,https://api.spotify.com/v1/audio-analysis/5nn06OvUkJAaA9IFc3AWD3,0.384,317451.0,0.859,5nn06OvUkJAaA9IFc3AWD3,0.828,1.0,0.555,-4.66,0.0,0.0669,111.773,5.0,https://api.spotify.com/v1/tracks/5nn06OvUkJAaA9IFc3AWD3,audio_features,spotify:track:5nn06OvUkJAaA9IFc3AWD3,0.0927
31,,0.0637,https://api.spotify.com/v1/audio-analysis/4xzFFoWdwCPJPwhPUyNXzr,0.471,228000.0,0.829,4xzFFoWdwCPJPwhPUyNXzr,0.0,8.0,0.135,-3.142,1.0,0.0338,172.07,4.0,https://api.spotify.com/v1/tracks/4xzFFoWdwCPJPwhPUyNXzr,audio_features,spotify:track:4xzFFoWdwCPJPwhPUyNXzr,0.628
32,,0.0217,https://api.spotify.com/v1/audio-analysis/7bqeljXk9u0a609fqLxVGS,0.487,172414.0,0.939,7bqeljXk9u0a609fqLxVGS,9.88e-05,1.0,0.32,-3.215,1.0,0.0452,173.989,4.0,https://api.spotify.com/v1/tracks/7bqeljXk9u0a609fqLxVGS,audio_features,spotify:track:7bqeljXk9u0a609fqLxVGS,0.483
33,,0.00322,https://api.spotify.com/v1/audio-analysis/34lJDVCt9bhVCZPA6n5I6y,0.436,309021.0,0.916,34lJDVCt9bhVCZPA6n5I6y,0.0048,1.0,0.175,-3.103,1.0,0.0447,174.025,4.0,https://api.spotify.com/v1/tracks/34lJDVCt9bhVCZPA6n5I6y,audio_features,spotify:track:34lJDVCt9bhVCZPA6n5I6y,0.236
34,,0.00872,https://api.spotify.com/v1/audio-analysis/2aw6LCIiF9kqmKvZmm92wB,0.501,291428.0,0.917,2aw6LCIiF9kqmKvZmm92wB,0.129,11.0,0.334,-3.329,0.0,0.0441,174.99,4.0,https://api.spotify.com/v1/tracks/2aw6LCIiF9kqmKvZmm92wB,audio_features,spotify:track:2aw6LCIiF9kqmKvZmm92wB,0.259
35,,0.00103,https://api.spotify.com/v1/audio-analysis/2uG8wKppvOFiZdYzVsdpvS,0.564,270171.0,0.989,2uG8wKppvOFiZdYzVsdpvS,0.561,11.0,0.104,0.449,1.0,0.111,175.068,4.0,https://api.spotify.com/v1/tracks/2uG8wKppvOFiZdYzVsdpvS,audio_features,spotify:track:2uG8wKppvOFiZdYzVsdpvS,0.766
36,,0.0141,https://api.spotify.com/v1/audio-analysis/2ch3cSsV6oZwLZWZBVYUTg,0.582,313473.0,0.84,2ch3cSsV6oZwLZWZBVYUTg,0.72,4.0,0.0787,-4.797,0.0,0.0477,174.031,4.0,https://api.spotify.com/v1/tracks/2ch3cSsV6oZwLZWZBVYUTg,audio_features,spotify:track:2ch3cSsV6oZwLZWZBVYUTg,0.115
37,,0.000485,https://api.spotify.com/v1/audio-analysis/5JElfItPJrtROsEP3onpxG,0.615,292629.0,0.945,5JElfItPJrtROsEP3onpxG,0.865,6.0,0.133,-5.022,1.0,0.051,174.053,4.0,https://api.spotify.com/v1/tracks/5JElfItPJrtROsEP3onpxG,audio_features,spotify:track:5JElfItPJrtROsEP3onpxG,0.2
38,,0.00426,https://api.spotify.com/v1/audio-analysis/7IM73yy9leN8ftZsOVmVTO,0.776,248007.0,0.883,7IM73yy9leN8ftZsOVmVTO,0.351,11.0,0.0571,-5.845,0.0,0.0712,125.008,4.0,https://api.spotify.com/v1/tracks/7IM73yy9leN8ftZsOVmVTO,audio_features,spotify:track:7IM73yy9leN8ftZsOVmVTO,0.676
39,,0.00228,https://api.spotify.com/v1/audio-analysis/03xuXIMIE7xJuZb3TWUUmn,0.627,207586.0,0.756,03xuXIMIE7xJuZb3TWUUmn,0.662,0.0,0.101,-2.454,1.0,0.0601,173.995,4.0,https://api.spotify.com/v1/tracks/03xuXIMIE7xJuZb3TWUUmn,audio_features,spotify:track:03xuXIMIE7xJuZb3TWUUmn,0.272
40,,0.00205,https://api.spotify.com/v1/audio-analysis/4lQwcrVcYV9ejlb7m40Wtx,0.705,330907.0,0.804,4lQwcrVcYV9ejlb7m40Wtx,0.888,4.0,0.0743,-8.647,0.0,0.0808,173.032,4.0,https://api.spotify.com/v1/tracks/4lQwcrVcYV9ejlb7m40Wtx,audio_features,spotify:track:4lQwcrVcYV9ejlb7m40Wtx,0.347
41,,0.118,https://api.spotify.com/v1/audio-analysis/2ON6cCZbi7momz4JLx2jTN,0.486,256000.0,0.986,2ON6cCZbi7momz4JLx2jTN,0.684,5.0,0.219,0.92,0.0,0.062,173.983,4.0,https://api.spotify.com/v1/tracks/2ON6cCZbi7momz4JLx2jTN,audio_features,spotify:track:2ON6cCZbi7momz4JLx2jTN,0.241
42,,0.0711,https://api.spotify.com/v1/audio-analysis/5TtFAmdGW48ebOkoZ6YSxn,0.542,241379.0,0.947,5TtFAmdGW48ebOkoZ6YSxn,0.0157,8.0,0.641,-1.946,0.0,0.0634,173.979,4.0,https://api.spotify.com/v1/tracks/5TtFAmdGW48ebOkoZ6YSxn,audio_features,spotify:track:5TtFAmdGW48ebOkoZ6YSxn,0.457
43,,0.128,https://api.spotify.com/v1/audio-analysis/49QIaKGSkjcx3HAaWXDDQD,0.398,204545.0,0.979,49QIaKGSkjcx3HAaWXDDQD,0.0,4.0,0.386,-0.331,0.0,0.157,175.907,4.0,https://api.spotify.com/v1/tracks/49QIaKGSkjcx3HAaWXDDQD,audio_features,spotify:track:49QIaKGSkjcx3HAaWXDDQD,0.425
44,,0.017,https://api.spotify.com/v1/audio-analysis/75m9srK6W0prBRVeRo5T4K,0.478,223448.0,0.862,75m9srK6W0prBRVeRo5T4K,2.62e-06,7.0,0.501,-3.156,0.0,0.0588,174.021,4.0,https://api.spotify.com/v1/tracks/75m9srK6W0prBRVeRo5T4K,audio_features,spotify:track:75m9srK6W0prBRVeRo5T4K,0.45
45,,0.017,https://api.spotify.com/v1/audio-analysis/3m0fjBPMANkAMz1vajcQPo,0.418,314902.0,0.824,3m0fjBPMANkAMz1vajcQPo,0.711,10.0,0.143,-5.703,0.0,0.0647,174.046,4.0,https://api.spotify.com/v1/tracks/3m0fjBPMANkAMz1vajcQPo,audio_features,spotify:track:3m0fjBPMANkAMz1vajcQPo,0.39
46,,0.0153,https://api.spotify.com/v1/audio-analysis/60jAD9yvU9sNCXPLSC55Ta,0.873,272819.0,0.51,60jAD9yvU9sNCXPLSC55Ta,0.0916,1.0,0.0901,-4.52,1.0,0.397,173.983,4.0,https://api.spotify.com/v1/tracks/60jAD9yvU9sNCXPLSC55Ta,audio_features,spotify:track:60jAD9yvU9sNCXPLSC55Ta,0.0793
47,,0.0509,https://api.spotify.com/v1/audio-analysis/55d553uqFMy1882OvdPPvV,0.439,276373.0,0.924,55d553uqFMy1882OvdPPvV,3.39e-05,11.0,0.0911,-2.959,0.0,0.0415,174.048,4.0,https://api.spotify.com/v1/tracks/55d553uqFMy1882OvdPPvV,audio_features,spotify:track:55d553uqFMy1882OvdPPvV,0.0468
48,,0.000738,https://api.spotify.com/v1/audio-analysis/7CjtnJ0YMFSHOtc3QFg4tc,0.489,228656.0,0.927,7CjtnJ0YMFSHOtc3QFg4tc,0.0023,8.0,0.128,-3.408,0.0,0.0983,174.029,4.0,https://api.spotify.com/v1/tracks/7CjtnJ0YMFSHOtc3QFg4tc,audio_features,spotify:track:7CjtnJ0YMFSHOtc3QFg4tc,0.256
49,,0.0037,https://api.spotify.com/v1/audio-analysis/3moJlQBO5EkGWPSqnZwOjt,0.718,252248.0,0.821,3moJlQBO5EkGWPSqnZwOjt,9.29e-05,5.0,0.33,-5.581,0.0,0.0884,87.012,4.0,https://api.spotify.com/v1/tracks/3moJlQBO5EkGWPSqnZwOjt,audio_features,spotify:track:3moJlQBO5EkGWPSqnZwOjt,0.653
50,,0.00225,https://api.spotify.com/v1/audio-analysis/7gk6PyMyzd5ShkVARl5AKY,0.598,276767.0,0.77,7gk6PyMyzd5ShkVARl5AKY,0.81,6.0,0.116,-11.208,1.0,0.0627,170.002,4.0,https://api.spotify.com/v1/tracks/7gk6PyMyzd5ShkVARl5AKY,audio_features,spotify:track:7gk6PyMyzd5ShkVARl5AKY,0.279
51,,0.000428,https://api.spotify.com/v1/audio-analysis/7lUGvWPLcOX6CGsVd87pRi,0.571,253467.0,0.954,7lUGvWPLcOX6CGsVd87pRi,0.302,11.0,0.423,-1.427,1.0,0.111,171.993,4.0,https://api.spotify.com/v1/tracks/7lUGvWPLcOX6CGsVd87pRi,audio_features,spotify:track:7lUGvWPLcOX6CGsVd87pRi,0.37
52,,0.000629,https://api.spotify.com/v1/audio-analysis/11jALbqbvABzPKe44hM5KS,0.638,277188.0,0.872,11jALbqbvABzPKe44hM5KS,0.537,4.0,0.0764,-2.639,0.0,0.0585,86.989,4.0,https://api.spotify.com/v1/tracks/11jALbqbvABzPKe44hM5KS,audio_features,spotify:track:11jALbqbvABzPKe44hM5KS,0.268
53,,4.16e-05,https://api.spotify.com/v1/audio-analysis/2pqFghgcLFEnrfkVoYqJBl,0.435,223526.0,0.892,2pqFghgcLFEnrfkVoYqJBl,0.306,10.0,0.492,-2.763,0.0,0.0373,173.876,4.0,https://api.spotify.com/v1/tracks/2pqFghgcLFEnrfkVoYqJBl,audio_features,spotify:track:2pqFghgcLFEnrfkVoYqJBl,0.168
54,,0.000153,https://api.spotify.com/v1/audio-analysis/0dqkOFBYLu9Z7g97pVLisV,0.415,262069.0,0.926,0dqkOFBYLu9Z7g97pVLisV,0.439,6.0,0.345,-3.438,0.0,0.0416,175.029,4.0,https://api.spotify.com/v1/tracks/0dqkOFBYLu9Z7g97pVLisV,audio_features,spotify:track:0dqkOFBYLu9Z7g97pVLisV,0.171
55,,0.0031,https://api.spotify.com/v1/audio-analysis/1aVe6joAfwv8ttakouV0CN,0.456,395053.0,0.906,1aVe6joAfwv8ttakouV0CN,0.825,0.0,0.455,-4.192,0.0,0.0479,173.989,4.0,https://api.spotify.com/v1/tracks/1aVe6joAfwv8ttakouV0CN,audio_features,spotify:track:1aVe6joAfwv8ttakouV0CN,0.0531
56,,0.00227,https://api.spotify.com/v1/audio-analysis/018xr8OQq7PG0kI8tFkhJ4,0.616,239606.0,0.772,018xr8OQq7PG0kI8tFkhJ4,0.531,10.0,0.114,-13.184,0.0,0.109,164.613,4.0,https://api.spotify.com/v1/tracks/018xr8OQq7PG0kI8tFkhJ4,audio_features,spotify:track:018xr8OQq7PG0kI8tFkhJ4,0.914
